,p1_conf,p1_dog
1255,0.932401,True
1256,0.586307,True
1257,0.415495,True
1258,0.979053,False
1259,0.95317,True
1260,0.802092,True
1261,0.956222,True
1262,0.998814,False
1263,0.945629,True
1264,0.999837,True
1265,0.790026,True
1266,0.414982,True
1267,0.780187,True
1268,0.79745,True
1269,0.271109,True
1270,0.948323,True
1271,0.490783,True
1273,0.212957,True
1274,0.8265790000000001,False
1276,0.74564,True
1277,0.283945,True
1278,0.976139,True
1279,0.933457,True
1280,0.912961,False
1281,0.218479,True
1282,0.748163,True
1284,0.871283,True
1285,0.24389,False
1286,0.350993,True
1287,0.710354,True
1288,0.264483,True
1289,0.5161060000000001,True
1290,0.7864680000000001,True
1291,0.172087,False
1293,0.908491,True
1294,0.890426,True
1295,0.738371,True
1297,0.499525,False
1299,0.383223,True
1300,0.518215,False
1301,0.7382770000000001,True
1302,0.888468,True
1303,0.637225,True
1304,0.979235,True
1305,0.370717,True
1306,0.8973120000000001,True
1307,0.642426,True
1308,0.559658,True
1309,0.58378,True
1311,0.859499,False
1312,0.717584,True
1313,0.137871,False
1314,0.6964229999999999,False
1315,0.541794,True
1316,0.7726850000000001,True
1317,0.956462,True
1318,0.6981649999999999,True
1319,0.587101,True
1320,0.743715,True
1322,0.430418,True
1324,0.5877640000000001,True
1325,0.776346,True
1326,0.808276,True
1327,0.550294,False
1328,0.877207,True
1329,0.908784,True
1330,0.309106,True
1331,0.774792,True
1332,0.15795,True
1333,0.0905082,False
1334,0.457672,True
1335,0.868658,True
1336,0.689504,True
1337,0.284428,True
1338,0.85724,True
1339,0.994776,False
1340,0.202294,False
1341,0.376541,True
1343,0.979206,True
1344,0.980695,True
1345,0.23337800000000006,False
1347,0.945537,False
1348,0.6679390000000001,True
1349,0.990119,True
1350,0.838994,True
1351,0.909533,False
1352,0.756441,True
1353,0.292866,True
1354,0.201058,False
1355,0.945664,True
1356,0.894842,True
1357,0.5254340000000001,False
1358,0.778503,True
1359,0.581403,False
1360,0.41071,False
1362,0.514085,True
1363,0.381227,True
1364,0.219179,True
1365,0.714367,True
1367,0.769159,True
1368,0.697303,True
1369,0.242419,True
1370,0.491022,True
1371,0.33170700000000003,True
1372,0.902856,True
1374,0.993661,True
1375,0.90799,True
1376,0.280893,True
1377,0.615163,True
1378,0.16656300000000002,False
1379,0.8058569999999999,True
1380,0.252514,True
1381,0.652712,False
1382,0.481333,True
1383,0.569501,True
1384,0.449684,False
1385,0.678651,False
1386,0.16258499999999998,True
1387,0.328236,False
1388,0.53246,True
1389,0.180998,False
1390,0.726571,True
1391,0.369488,True
1392,0.808978,True
1393,0.35506,True
1394,0.706038,True
1395,0.271683,True
1396,0.982269,False
1397,0.9694,True
1398,0.836572,True
1399,0.99786,True
1400,0.517479,True
1401,0.337557,True
1402,0.309696,True
1403,0.456186,False
1404,0.667324,True
1405,0.599587,True
1407,0.222943,True
1408,0.24634,True
1409,0.382378,True
1410,0.983131,True
1411,0.329895,True
1412,0.931963,True
1413,0.15846400000000002,True
1414,0.998544,True
1415,0.990191,True
1416,0.8830479999999999,True
1417,0.107948,True
1418,0.64369,True
1419,0.351868,True
1420,0.280222,True
1421,0.984783,True
1422,0.126924,True
1423,0.176423,False
1425,0.521931,True
1426,0.621668,True
1427,0.256698,False
1429,0.110587,False
1430,0.999885,True
1431,0.880014,True
1432,0.999223,True
1433,0.173989,True
1434,0.236031,False
1435,0.297735,True
1436,0.665628,True
1437,0.383941,True
1438,0.20687600000000006,False
1439,0.13783199999999998,False
1441,0.379797,False
1443,0.369063,True
1444,0.132845,True
1446,0.382234,True
1447,0.962139,True
1448,0.805139,True
1449,0.693857,True
1450,0.748904,True
1451,0.997445,True
1452,0.678547,True
1453,0.227784,True
1454,0.5101060000000001,True
1455,0.522211,False
1456,0.761454,True
1458,0.4492680000000001,False
1459,0.457094,False
1460,0.429871,False
1461,0.407886,True
1463,0.99006,True
1464,0.352547,True
1465,0.441499,False
1466,0.769999,True
1468,0.550796,True
1469,0.272451,False
1471,0.111893,True
1472,0.841987,True
1473,0.449298,True
1474,0.383448,False
1476,0.5198109999999999,False
1477,0.340008,True
1479,0.989333,True
1480,0.8764129999999999,True
1481,0.69748,True
1482,0.740013,True
1483,0.660099,False
1484,0.612635,True
1485,0.162638,True
1486,0.403496,True
1487,0.876977,True
1488,0.985857,True
1489,0.471276,True
1490,0.636845,True
1491,0.41309,True
1492,0.486428,True
1494,0.208922,False
1495,0.810592,True
1496,0.956565,True
1497,0.670068,True
1499,0.247565,True
1500,0.332756,False
1502,0.342571,True
1503,0.182898,True
1504,0.886232,True
1505,0.5512060000000001,True
1506,0.767563,True
1507,0.530104,True
1508,0.508981,True
1509,0.441269,True
1510,0.241637,False
1512,0.862964,True
1513,0.370318,False
1514,0.526536,False
1515,0.883229,True
1516,0.422806,True
1517,0.194532,False
1518,0.215438,False
1520,0.0974997,True
1521,0.426459,True
1522,0.286345,True
1523,0.686933,True
1525,0.38269,False
1526,0.28955,False
1527,0.949609,True
1528,0.270287,True
1529,0.444499,True
1531,0.291081,False
1532,0.943331,True
1533,0.26915500000000003,True
1534,0.600186,True
1535,0.322818,True
1536,0.225221,False
1537,0.279604,True
1538,0.426494,False
1539,0.169482,True
1540,0.799319,True
1541,0.25464200000000003,False
1542,0.267979,True
1543,0.6375460000000001,True
1544,0.215161,True
1546,0.816044,True
1547,0.303781,True
1548,0.430544,True
1549,0.158859,False
1550,0.8531700000000001,True
1551,0.669996,False
1552,0.6142310000000001,True
1553,0.199512,True
1554,0.5996600000000001,True
1555,0.531279,True
1556,0.696372,True
1557,0.900437,True
1558,0.369449,False
1559,0.81152,False
1560,0.973819,True
1561,0.240602,True
1563,0.99721,True
1564,0.873029,True
1565,0.151113,True
1567,0.956063,True
1568,0.957365,True
1569,0.391471,True
1570,0.472273,True
1571,0.702725,False
1572,0.223366,True
1574,0.747208,True
1575,0.703561,False
1576,0.178205,True
1577,0.997121,False
1578,0.883086,True
1579,0.992069,False
1580,0.417107,True
1581,0.799795,False
1583,0.643808,False
1584,0.338812,True
1585,0.100499,True
1586,0.441331,True
1587,0.320012,True
1589,0.477704,True
1590,0.830816,True
1591,0.985237,True
1593,0.985789,True
1595,0.23692,True
1596,0.885301,True
1597,0.190786,False
1598,0.450678,True
1599,0.200812,True
1600,0.414963,True
1602,0.344526,False
1603,0.171174,True
1604,0.253839,True
1605,0.923987,False
1606,0.318524,False
1607,0.586937,True
1608,0.972483,True
1609,0.470162,True
1610,0.963176,True
1611,0.999044,True
1612,0.8888290000000001,False
1613,0.975096,True
1615,0.379624,False
1616,0.665578,True
1617,0.769412,True
1618,0.46095,False
1619,0.708034,True
1620,0.08110099999999999,False
1622,0.294457,True
1623,0.948688,True
1625,0.401942,False
1626,0.702583,True
1627,0.93781,True
1628,0.673691,True
1629,0.508498,True
1630,0.203249,True
1631,0.7911819999999999,True
1632,0.681347,False
1633,0.379365,True
1634,0.537782,True
1635,0.334783,True
1637,0.8221930000000001,False
1638,0.6278560000000001,True
1639,0.174738,True
1640,0.5513520000000001,True
1641,0.458855,False
1642,0.738449,True
1643,0.577376,True
1644,0.0728852,True
1645,0.895279,True
1647,0.945362,True
1648,0.508951,True
1649,0.39956,True
1650,0.303512,True
1651,0.992833,True
1652,0.406509,True
1653,0.605851,True
1654,0.901392,True
1655,0.889848,True
1656,0.141432,False
1657,0.722218,True
1658,0.2786,False
1660,0.37561,False
1661,0.947198,True
1662,0.097232,False
1663,0.413824,True
1664,0.440781,True
1665,0.594701,True
1666,0.709344,False
1667,0.657275,True
1668,0.482288,True
1669,0.997659,False
1670,0.43967,True
1671,0.504983,False
1673,0.995873,False
1674,0.364095,False
1675,0.997953,True
1676,0.249872,False
1677,0.4525770000000001,True
1678,0.20357,True
1679,0.920992,True
1680,0.472351,False
1681,0.800538,True
1682,0.8217040000000001,True
1683,0.760671,True
1684,0.205067,True
1686,0.5324409999999999,False
1687,0.362596,True
1688,0.326259,False
1689,0.482401,True
1690,0.99883,True
1691,0.382101,True
1692,0.255934,False
1693,0.406047,True
1694,0.992619,True
1695,0.713102,True
1696,0.500992,False
1697,0.289598,True
1698,0.7843979999999999,True
1699,0.615678,True
1700,0.876337,True
1701,0.427781,True
1703,0.99672,True
1704,0.499761,False
1705,0.700764,True
1706,0.8898010000000001,False
1707,0.538354,True
1708,0.438627,True
1709,0.796694,True
1710,0.920367,False
1711,0.240173,False
1712,0.149758,False
1713,0.7332529999999999,True
1714,0.207547,False
1715,0.268681,True
1716,0.457117,True
1717,0.199121,True
1718,0.999365,True
1719,0.6989609999999999,True
1720,0.778113,False
1721,0.127701,False
1722,0.995466,True
1723,0.809466,False
1725,0.5232060000000001,True
1726,0.887963,False
1727,0.903832,True
1728,0.346545,True
1729,0.5288189999999999,True
1730,0.319139,True
1731,0.164215,False
1732,0.459604,True
1733,0.750256,True
1734,0.336393,False
1735,0.761972,True
1736,0.999846,False
1737,0.145742,True
1738,0.62178,True
1740,0.27220500000000003,True
1741,0.302685,True
1742,0.19461,True
1743,0.189423,True
1744,0.802333,False
1745,0.962572,False
1747,0.330216,True
1748,0.680251,True
1749,0.213673,True
1750,0.583122,True
1751,0.194681,True
1752,0.8211200000000001,False
1753,0.696646,True
1754,0.606654,True
1755,0.7871640000000001,False
1757,0.33875700000000003,True
1758,0.284492,True
1759,0.145877,True
1760,0.929196,False
1761,0.95618,True
1762,0.516284,True
1763,0.08854,False
1764,0.853284,True
1765,0.378643,True
1766,0.897841,True
1767,0.613819,True
1769,0.822048,True
1771,0.199347,True
1772,0.550702,True
1773,0.6629079999999999,False
1774,0.120849,True
1775,0.916645,True
1776,0.573047,True
1777,0.817908,True
1778,0.25611,False
1779,0.626236,True
1780,0.5350699999999999,False
1781,0.397295,True
1782,0.27725700000000003,False
1783,0.914978,True
1784,0.6892590000000001,True
1786,0.859392,True
1787,0.313464,True
1788,0.42425,False
1789,0.924127,True
1790,0.6611779999999999,True
1791,0.656616,True
1792,0.566338,False
1793,0.282396,True
1794,0.363257,True
1795,0.772423,True
1796,0.206479,True
1797,0.611603,False
1798,0.752707,True
1799,0.707199,False
1800,0.5452859999999999,True
1802,0.628255,False
1803,0.371146,True
1804,0.8698040000000001,True
1805,0.625555,False
1806,0.440916,True
1807,0.201346,False
1808,0.841084,True
1809,0.49379,False
1810,0.202999,False
1811,0.8770209999999999,True
1814,0.976577,True
1815,0.790028,False
1816,0.424106,False
1817,0.26527399999999995,True
1818,0.985387,True
1819,0.7903859999999999,True
1820,0.579472,True
1821,0.583875,True
1822,0.0982826,False
1823,0.961996,True
1824,0.997556,False
1825,0.999484,False
1826,0.376741,True
1827,0.388332,True
1829,0.225848,True
1830,0.162179,False
1831,0.743808,True
1832,0.40743,True
1833,0.305637,True
1834,0.672117,True
1835,0.785756,False
1836,0.263892,True
1837,0.868367,True
1839,0.8839520000000001,True
1840,0.4607100000000001,True
1841,0.556373,True
1842,0.681218,True
1843,0.921968,True
1844,0.800495,True
1845,0.4414270000000001,True
1846,0.721933,False
1847,0.9903,True
1848,0.749368,True
1849,0.918441,True
1850,0.299708,True
1851,0.240591,True
1852,0.806757,False
1853,0.5195890000000001,True
1854,0.139613,True
1855,0.543706,False
1856,0.986548,True
1857,0.4163850000000001,True
1858,0.479008,True
1859,0.303415,False
1860,0.866367,True
1861,0.773135,True
1862,0.284394,False
1863,0.999876,True
1864,0.949215,True
1865,0.28844699999999995,False
1866,0.458746,True
1867,0.587507,False
1868,0.16802,False
1869,0.631501,True
1870,0.989519,True
1871,0.978007,True
1872,0.290091,False
1873,0.654697,True
1874,0.655279,True
1875,0.591829,True
1876,0.594467,True
1877,0.8764790000000001,True
1878,0.119693,True
1879,0.8019029999999999,True
1880,0.349561,True
1881,0.148975,False
1882,0.407016,True
1883,0.238855,False
1884,0.634695,True
1885,0.352321,False
1886,0.665516,True
1887,0.583054,True
1889,0.17591500000000002,True
1890,0.948537,True
1891,0.242538,False
1892,0.180079,True
1893,0.330625,False
1894,0.837448,True
1895,0.398102,False
1896,0.846986,True
1897,0.432748,False
1899,0.52623,True
1900,0.409909,True
1901,0.375392,False
1902,0.964497,True
1903,0.28720100000000004,True
1904,0.698207,False
1905,0.134983,False
1906,0.34612600000000004,False
1908,0.846628,False
1910,0.611525,True
1911,0.991454,True
1912,0.6229210000000001,True
1913,0.519428,True
1914,0.615741,True
1915,0.666957,True
1916,0.305392,True
1917,0.661176,False
1918,0.984725,True
1919,0.179777,True
1920,0.369661,False
1921,0.927975,True
1922,0.358459,True
1923,0.685617,True
1924,0.6485,True
1925,0.992732,True
1926,0.74232,True
1927,0.97081,False
1928,0.5861609999999999,True
1929,0.172079,False
1930,0.683319,False
1931,0.216767,True
1932,0.404115,False
1933,0.607401,True
1934,0.330171,True
1935,0.936333,True
1936,0.935771,True
1937,0.165383,True
1938,0.614536,False
1939,0.151876,False
1940,0.38222,True
1941,0.340806,True
1942,0.185903,True
1943,0.989853,True
1944,0.95767,True
1945,0.700625,True
1946,0.880257,False
1947,0.223101,True
1948,0.153271,False
1949,0.985062,True
1950,0.25521,False
1951,0.193431,False
1952,0.6965680000000001,True
1953,0.5292479999999999,True
1954,0.672808,True
1955,0.11918800000000003,True
1956,0.761025,False
1957,0.541408,True
1958,0.981017,False
1959,0.978833,True
1960,0.384099,True
1961,0.889241,True
1962,0.610453,True
1963,0.443004,True
1964,0.8880819999999999,True
1965,0.8730100000000001,False
1966,0.517255,True
1967,0.7195590000000001,True
1968,0.8366319999999999,True
1969,0.73878,False
1970,0.232754,False
1971,0.8364209999999999,True
1972,0.340154,False
1973,0.678046,True
1974,0.292343,True
1975,0.374466,False
1976,0.8358190000000001,False
1977,0.12241,False
1978,0.412362,True
1979,0.5825600000000001,True
1980,0.118154,False
1981,0.420155,True
1982,0.952773,True
1983,0.712717,False
1984,0.981946,False
1985,0.8201579999999999,True
1986,0.755945,True
1987,0.777659,True
1988,0.13429000000000002,False
1989,0.383937,False
1990,0.5659810000000001,True
1991,0.605358,True
1992,0.5861729999999999,True
1993,0.599454,True
1994,0.879286,False
1995,0.150424,True
1996,0.914685,True
1997,0.716932,True
1998,0.6098600000000001,True
1999,0.999004,False
2000,0.979487,True
2001,0.413173,True
2002,0.7189439999999999,True
2003,0.332536,True
2004,0.8239190000000001,False
2005,0.958178,True
2006,0.952613,False
2007,0.991011,True
2008,0.561027,True
2009,0.29099200000000003,True
2010,0.999834,False
2011,0.794087,True
2012,0.13244,False
2013,0.8633850000000001,True
2014,0.243529,True
2015,0.567933,True
2016,0.968325,False
2017,0.30264800000000003,False
2018,0.996031,False
2019,0.8756139999999999,True
2020,0.636031,False
2021,0.114259,True
2022,0.500373,True
2023,0.445334,False
2024,0.251193,False
2025,0.4194270000000001,True
2026,0.271121,False
2027,0.431469,True
2028,0.4693729999999999,True
2029,0.25508800000000004,False
2030,0.240858,False
2031,0.980339,True
2032,0.194211,False
2033,0.537652,True
2034,0.556524,False
2035,0.782626,True
2036,0.551031,True
2037,0.428275,True
2038,0.625409,False
2039,0.259115,True
2040,0.0891647,False
2041,0.5287609999999999,False
2042,0.8270350000000001,True
2043,0.627901,True
2044,0.997673,False
2045,0.393616,False
2046,0.831757,True
2047,0.313811,True
2048,0.382918,False
2049,0.319106,True
2050,0.331179,True
2051,0.829772,False
2052,0.733025,False
2053,0.117446,False
2054,0.495047,True
2055,0.781201,True
2056,0.4672020000000001,True
2057,0.387728,False
2058,0.587342,True
2059,0.18038,True
2060,0.351957,False
2061,0.406341,True
2062,0.855959,True
2063,0.8662209999999999,True
2064,0.0960627,False
2065,0.963622,True
2066,0.99271,False
2067,0.609853,True
2068,0.31760700000000003,True
2069,0.947453,True
2070,0.993887,False
2071,0.919714,True
2072,0.99409,True
2073,0.958035,True
2074,0.86856,True
2075,0.34410100000000005,True
2076,0.472197,True
2077,0.882426,False
2078,0.295966,True
2079,0.7771239999999999,False
2080,0.952963,True
2081,0.244889,True
2082,0.776612,True
2083,0.17285,True
2084,0.994065,True
2085,0.350416,False
2086,0.368562,False
2087,0.368161,True
2088,0.419838,True
2089,0.07112439999999999,True
2090,0.34273400000000004,True
2091,0.6761020000000001,True
2092,0.107317,False
2093,0.070076,False
2094,0.730152,False
2095,0.611558,False
2096,0.188174,False
2097,0.999924,False
2098,0.403698,True
2099,0.403552,True
2100,0.46037,False
2101,0.91914,False
2102,0.583427,False
2103,0.335269,True
2104,0.952258,False
2105,0.275793,True
2106,0.268759,False
2107,0.493257,False
2108,0.584397,True
2109,0.999945,False
2110,0.8022229999999999,True
2111,0.178027,True
2112,0.974936,True
2113,0.974075,False
2114,0.245033,True
2115,0.254856,True
2116,0.380278,True
2117,0.368876,True
2118,0.383346,True
2119,0.273492,True
2120,0.157477,False
2121,0.6018859999999999,True
2122,0.313829,False
2123,0.329339,True
2124,0.563631,False
2125,0.998335,True
2126,0.901552,False
2127,0.273767,False
2128,0.375313,True
2129,0.17632,False
2130,0.953071,False
2131,0.734744,True
2132,0.743216,True
2133,0.984231,True
2134,0.343063,False
2135,0.8584940000000001,True
2136,0.245794,False
2138,0.998275,True
2139,0.188397,False
2140,0.141257,True
2141,0.262802,False
2142,0.874502,False
2143,0.659619,True
2144,0.595665,True
2145,0.174315,False
2146,0.946828,True
2147,0.8734879999999999,False
2148,0.980511,True
2149,0.623685,True
2150,0.359843,True
2151,0.168762,True
2152,0.483268,True
2153,0.749394,True
2154,0.539004,True
2155,0.367818,True
2156,0.97399,True
2157,0.379656,False
2158,0.756829,False
2159,0.424202,True
2160,0.919584,True
2161,0.201659,False
2162,0.992758,True
2163,0.435396,False
2164,0.910452,True
2165,0.803528,True
2166,0.275927,False
2167,0.127178,True
2168,0.82294,True
2169,0.11378900000000003,False
2170,0.287506,False
2171,0.917326,True
2172,0.999614,False
2173,0.976103,False
2174,0.447246,False
2175,0.608537,True
2176,0.605437,True
2178,0.226309,False
2179,0.367492,True
2180,0.237638,True
2181,0.828425,True
2182,0.421979,True
2183,0.413379,False
2184,0.903529,True
2185,0.640185,True
2186,0.461172,True
2187,0.285508,True
2188,0.31911,True
2189,0.302854,False
2190,0.483972,False
2191,0.432594,False
2192,0.999956,True
2193,0.589011,True
2194,0.904549,True
2195,0.965403,True
2196,0.0715361,False
2197,0.708163,True
2198,0.757942,False
2199,0.380772,False
2201,0.985649,True
2202,0.42787,False
2203,0.267695,True
2204,0.372988,True
2205,0.195835,True
2206,0.0553794,True
2207,0.412879,True
2208,0.587372,True
2209,0.119243,False
2210,0.398361,False
2211,0.606747,False
2212,0.995535,False
2213,0.215944,True
2214,0.406374,True
2215,0.48483,True
2216,0.407683,False
2217,0.7345470000000001,True
2218,0.8093199999999999,True
2219,0.390339,False
2220,0.395101,True
2221,0.65518,True
2222,0.958402,True
2223,0.664834,True
2224,0.473584,False
2225,0.548896,True
2226,0.172078,False
2227,0.209051,True
2228,0.452517,False
2229,0.257695,False
2230,0.298881,True
2231,0.8004319999999999,True
2232,0.0885297,True
2233,0.999647,False
2234,1.0,False
2235,0.967275,True
2236,0.2142,True
2237,0.253089,False
2238,0.508392,True
2239,0.5350729999999999,True
2240,0.466149,False
2241,0.360465,True
2242,0.8834930000000001,False
2243,0.360159,True
2244,0.6190979999999999,False
2245,0.999335,False
2246,0.998258,False
2247,0.787424,True
2248,0.412893,True
2249,0.618957,True
2250,0.435254,True
2251,0.633037,True
2252,0.447893,False
2253,0.125176,True
2254,0.636169,True
2255,0.996709,True
2256,0.143957,True
2257,0.852088,True
2258,0.304175,True
2259,0.676376,True
2260,0.8256700000000001,True
2261,0.980815,False
2262,0.989154,False
2263,0.999091,True
2264,0.381377,True
2265,0.557009,True
2266,0.709545,False
2267,0.462556,True
2268,0.694904,True
2269,0.28364,True
2270,0.33583,False
2271,0.949892,True
2272,0.25924899999999995,True
2273,0.318981,True
2274,0.266437,True
2275,0.8412649999999999,True
2276,0.140173,True
2277,0.471351,True
2278,0.535411,True
2279,0.747713,True
2280,0.741563,True
2281,0.959514,True
2282,0.483682,True
2284,0.560001,False
2285,0.825678,True
2286,0.765266,True
2287,0.98723,False
2288,0.507637,False
2289,0.589446,False
2290,0.442113,False
2291,0.448459,True
2292,0.359383,True
2293,0.496953,True
2294,0.32879200000000003,True
2295,0.618316,True
2296,0.375057,False
2297,0.546933,True
2298,0.887707,True
2299,0.975401,True
2300,0.447803,True
2301,0.0443334,True
2302,0.278954,True
2303,0.32208400000000004,True
2304,0.6718529999999999,True
2305,0.18413,True
2306,0.505184,False
2307,0.371361,True
2308,0.906777,True
2309,0.14968,True
2310,0.529139,True
2311,0.978108,True
2312,0.326467,True
2313,0.996496,False
2314,0.33687399999999995,True
2315,0.8587440000000001,True
2316,0.416669,False
2317,0.914671,False
2318,0.176053,True
2319,0.086502,False
2320,0.298617,True
2321,0.58233,True
2322,0.195217,True
2323,0.489814,True
2324,0.260857,True
2325,0.503672,True
2326,0.77593,True
2327,0.201493,True
2328,0.962465,False
2329,0.692517,True
2330,0.651137,True
2331,0.560311,True
2332,0.408143,True
2333,0.596461,True
2334,0.506826,True
2335,0.465074,True
